"gutenberg_id","text"
158,"visit very soon."""
158,""
158,"""My dear, how am I to get so far? Randalls is such a distance. I could"
158,"not walk half so far."""
158,""
158,"""No, papa, nobody thought of your walking. We must go in the carriage,"
158,"to be sure."""
158,""
158,"""The carriage! But James will not like to put the horses to for such a"
158,"little way;--and where are the poor horses to be while we are paying our"
158,"visit?"""
158,""
158,"""They are to be put into Mr. Weston's stable, papa. You know we have"
158,"settled all that already. We talked it all over with Mr. Weston last"
158,"night. And as for James, you may be very sure he will always like going"
158,"to Randalls, because of his daughter's being housemaid there. I only"
158,"doubt whether he will ever take us anywhere else. That was your doing,"
158,"papa. You got Hannah that good place. Nobody thought of Hannah till you"
158,"mentioned her--James is so obliged to you!"""
158,""
158,"""I am very glad I did think of her. It was very lucky, for I would not"
158,"have had poor James think himself slighted upon any account; and I am"
158,"sure she will make a very good servant: she is a civil, pretty-spoken"
158,"girl; I have a great opinion of her. Whenever I see her, she always"
158,"curtseys and asks me how I do, in a very pretty manner; and when you"
158,"have had her here to do needlework, I observe she always turns the lock"
158,"of the door the right way and never bangs it. I am sure she will be an"
158,"excellent servant; and it will be a great comfort to poor Miss Taylor"
158,"to have somebody about her that she is used to see. Whenever James goes"
158,"over to see his daughter, you know, she will be hearing of us. He will"
158,"be able to tell her how we all are."""
158,""
158,"Emma spared no exertions to maintain this happier flow of ideas, and"
158,"hoped, by the help of backgammon, to get her father tolerably"
158,"through the evening, and be attacked by no regrets but her own. The"
158,"backgammon-table was placed; but a visitor immediately afterwards walked"
158,"in and made it unnecessary."
158,""
158,"Mr. Knightley, a sensible man about seven or eight-and-thirty, was not"
158,"only a very old and intimate friend of the family, but particularly"
158,"connected with it, as the elder brother of Isabella's husband. He lived"
158,"about a mile from Highbury, was a frequent visitor, and always welcome,"
158,"and at this time more welcome than usual, as coming directly from their"
158,"mutual connexions in London. He had returned to a late dinner, after"
158,"some days' absence, and now walked up to Hartfield to say that all were"
158,"well in Brunswick Square. It was a happy circumstance, and animated"
158,"Mr. Woodhouse for some time. Mr. Knightley had a cheerful manner, which"
158,"always did him good; and his many inquiries after ""poor Isabella"" and"
158,"her children were answered most satisfactorily. When this was over, Mr."
158,"Woodhouse gratefully observed, ""It is very kind of you, Mr. Knightley,"
158,"to come out at this late hour to call upon us. I am afraid you must have"
158,"had a shocking walk."""
158,""
158,"""Not at all, sir. It is a beautiful moonlight night; and so mild that I"
158,"must draw back from your great fire."""
158,""
158,"""But you must have found it very damp and dirty. I wish you may not"
158,"catch cold."""
158,""
158,"""Dirty, sir! Look at my shoes. Not a speck on them."""
158,""
158,"""Well! that is quite surprising, for we have had a vast deal of rain"
158,"here. It rained dreadfully hard for half an hour while we were at"
158,"breakfast. I wanted them to put off the wedding."""
158,""
158,"""By the bye--I have not wished you joy. Being pretty well aware of what"
158,"sort of joy you must both be feeling, I have been in no hurry with my"
158,"congratulations; but I hope it all went off tolerably well. How did you"
158,"all behave? Who cried most?"""
158,""
158,"""Ah! poor Miss Taylor! 'Tis a sad business."""
158,""
158,"""Poor Mr. and Miss Woodhouse, if you please; but I cannot possibly say"
158,"'poor Miss Taylor.' I have a great regard for you and Emma; but when it"
158,"comes to the question of dependence or independence!--At any rate, it"
158,"must be better to have only one to please than two."""
158,""
158,"""Especially when _one_ of those two is such a fanciful, troublesome"
158,"creature!"" said Emma playfully. ""That is what you have in your head, I"
158,"know--and what you would certainly say if my father were not by."""
158,""
158,"""I believe it is very true, my dear, indeed,"" said Mr. Woodhouse, with a"
158,"sigh. ""I am afraid I am sometimes very fanciful and troublesome."""
158,""
158,"""My dearest papa! You do not think I could mean _you_, or suppose Mr."
158,"Knightley to mean _you_. What a horrible idea! Oh no! I meant only"
158,"myself. Mr. Knightley loves to find fault with me, you know--in a"
158,"joke--it is all a joke. We always say what we like to one another."""
158,""
158,"Mr. Knightley, in fact, was one of the few people who could see faults"
158,"in Emma Woodhouse, and the only one who ever told her of them: and"
158,"though this was not particularly agreeable to Emma herself, she knew"
158,"it would be so much less so to her father, that she would not have him"
158,"really suspect such a circumstance as her not being thought perfect by"
158,"every body."
158,""
158,"""Emma knows I never flatter her,"" said Mr. Knightley, ""but I meant no"
158,"reflection on any body. Miss Taylor has been used to have two persons"
158,"to please; she will now have but one. The chances are that she must be a"
158,"gainer."""
158,""
158,"""Well,"" said Emma, willing to let it pass--""you want to hear about"
158,"the wedding; and I shall be happy to tell you, for we all behaved"
158,"charmingly. Every body was punctual, every body in their best looks: not"
158,"a tear, and hardly a long face to be seen. Oh no; we all felt that we"
158,"were going to be only half a mile apart, and were sure of meeting every"
158,"day."""
158,""
158,"""Dear Emma bears every thing so well,"" said her father. ""But, Mr."
158,"Knightley, she is really very sorry to lose poor Miss Taylor, and I am"
158,"sure she _will_ miss her more than she thinks for."""
158,""
158,"Emma turned away her head, divided between tears and smiles. ""It"
158,"is impossible that Emma should not miss such a companion,"" said Mr."
158,"Knightley. ""We should not like her so well as we do, sir, if we could"
158,"suppose it; but she knows how much the marriage is to Miss Taylor's"
158,"advantage; she knows how very acceptable it must be, at Miss Taylor's"
158,"time of life, to be settled in a home of her own, and how important to"
158,"her to be secure of a comfortable provision, and therefore cannot allow"
158,"herself to feel so much pain as pleasure. Every friend of Miss Taylor"
158,"must be glad to have her so happily married."""
158,""
158,"""And you have forgotten one matter of joy to me,"" said Emma, ""and a very"
158,"considerable one--that I made the match myself. I made the match, you"
158,"know, four years ago; and to have it take place, and be proved in the"
158,"right, when so many people said Mr. Weston would never marry again, may"
158,"comfort me for any thing."""
158,""
158,"Mr. Knightley shook his head at her. Her father fondly replied, ""Ah!"
158,"my dear, I wish you would not make matches and foretell things, for"
158,"whatever you say always comes to pass. Pray do not make any more"
158,"matches."""
158,""
158,"""I promise you to make none for myself, papa; but I must, indeed, for"
158,"other people. It is the greatest amusement in the world! And after such"
158,"success, you know!--Every body said that Mr. Weston would never marry"
158,"again. Oh dear, no! Mr. Weston, who had been a widower so long, and who"
158,"seemed so perfectly comfortable without a wife, so constantly occupied"
158,"either in his business in town or among his friends here, always"
158,"acceptable wherever he went, always cheerful--Mr. Weston need not spend"
158,"a single evening in the year alone if he did not like it. Oh no! Mr."
158,"Weston certainly would never marry again. Some people even talked of a"
158,"promise to his wife on her deathbed, and others of the son and the"
158,"uncle not letting him. All manner of solemn nonsense was talked on the"
158,"subject, but I believed none of it."
158,""
158,"""Ever since the day--about four years ago--that Miss Taylor and I met"
158,"with him in Broadway Lane, when, because it began to drizzle, he darted"
158,"away with so much gallantry, and borrowed two umbrellas for us from"
158,"Farmer Mitchell's, I made up my mind on the subject. I planned the match"
158,"from that hour; and when such success has blessed me in this instance,"
158,"dear papa, you cannot think that I shall leave off match-making."""
158,""
158,"""I do not understand what you mean by 'success,'"" said Mr. Knightley."
158,"""Success supposes endeavour. Your time has been properly and delicately"
158,"spent, if you have been endeavouring for the last four years to bring"
158,"about this marriage. A worthy employment for a young lady's mind! But"
158,"if, which I rather imagine, your making the match, as you call it, means"
158,"only your planning it, your saying to yourself one idle day, 'I think it"
158,"would be a very good thing for Miss Taylor if Mr. Weston were to marry"
158,"her,' and saying it again to yourself every now and then afterwards, why"
158,"do you talk of success? Where is your merit? What are you proud of? You"
158,"made a lucky guess; and _that_ is all that can be said."""
158,""
158,"""And have you never known the pleasure and triumph of a lucky guess?--I"
158,"pity you.--I thought you cleverer--for, depend upon it a lucky guess is"
158,"never merely luck. There is always some talent in it. And as to my"
158,"poor word 'success,' which you quarrel with, I do not know that I am so"
158,"entirely without any claim to it. You have drawn two pretty pictures;"
158,"but I think there may be a third--a something between the do-nothing and"
158,"the do-all. If I had not promoted Mr. Weston's visits here, and given"
158,"many little encouragements, and smoothed many little matters, it might"
158,"not have come to any thing after all. I think you must know Hartfield"
158,"enough to comprehend that."""
158,""
158,"""A straightforward, open-hearted man like Weston, and a rational,"
158,"unaffected woman like Miss Taylor, may be safely left to manage their"
158,"own concerns. You are more likely to have done harm to yourself, than"
158,"good to them, by interference."""
158,""
158,"""Emma never thinks of herself, if she can do good to others,"" rejoined"
158,"Mr. Woodhouse, understanding but in part. ""But, my dear, pray do not"
158,"make any more matches; they are silly things, and break up one's family"
158,"circle grievously."""
158,""
158,"""Only one more, papa; only for Mr. Elton. Poor Mr. Elton! You like Mr."
158,"Elton, papa,--I must look about for a wife for him. There is nobody in"
158,"Highbury who deserves him--and he has been here a whole year, and has"
158,"fitted up his house so comfortably, that it would be a shame to have him"
158,"single any longer--and I thought when he was joining their hands to-day,"
158,"he looked so very much as if he would like to have the same kind office"
158,"done for him! I think very well of Mr. Elton, and this is the only way I"
158,"have of doing him a service."""
158,""
158,"""Mr. Elton is a very pretty young man, to be sure, and a very good young"
158,"man, and I have a great regard for him. But if you want to shew him any"
158,"attention, my dear, ask him to come and dine with us some day. That will"
158,"be a much better thing. I dare say Mr. Knightley will be so kind as to"
158,"meet him."""
158,""
158,"""With a great deal of pleasure, sir, at any time,"" said Mr. Knightley,"
158,"laughing, ""and I agree with you entirely, that it will be a much better"
158,"thing. Invite him to dinner, Emma, and help him to the best of the fish"
158,"and the chicken, but leave him to chuse his own wife. Depend upon it, a"
158,"man of six or seven-and-twenty can take care of himself."""
158,""
158,""
158,""
158,"CHAPTER II"
158,""
158,""
158,"Mr. Weston was a native of Highbury, and born of a respectable family,"
158,"which for the last two or three generations had been rising into"
158,"gentility and property. He had received a good education, but, on"
158,"succeeding early in life to a small independence, had become indisposed"
158,"for any of the more homely pursuits in which his brothers were engaged,"
158,"and had satisfied an active, cheerful mind and social temper by entering"
158,"into the militia of his county, then embodied."
158,""
158,"Captain Weston was a general favourite; and when the chances of his"
158,"military life had introduced him to Miss Churchill, of a great Yorkshire"
158,"family, and Miss Churchill fell in love with him, nobody was surprized,"
158,"except her brother and his wife, who had never seen him, and who were"
158,"full of pride and importance, which the connexion would offend."
158,""
158,"Miss Churchill, however, being of age, and with the full command of her"
158,"fortune--though her fortune bore no proportion to the family-estate--was"
158,"not to be dissuaded from the marriage, and it took place, to the"
158,"infinite mortification of Mr. and Mrs. Churchill, who threw her off with"
158,"due decorum. It was an unsuitable connexion, and did not produce much"
158,"happiness. Mrs. Weston ought to have found more in it, for she had a"
158,"husband whose warm heart and sweet temper made him think every thing due"
158,"to her in return for the great goodness of being in love with him;"
158,"but though she had one sort of spirit, she had not the best. She had"
158,"resolution enough to pursue her own will in spite of her brother,"
158,"but not enough to refrain from unreasonable regrets at that brother's"
158,"unreasonable anger, nor from missing the luxuries of her former home."
158,"They lived beyond their income, but still it was nothing in comparison"
158,"of Enscombe: she did not cease to love her husband, but she wanted at"
158,"once to be the wife of Captain Weston, and Miss Churchill of Enscombe."
158,""
158,"Captain Weston, who had been considered, especially by the Churchills,"
158,"as making such an amazing match, was proved to have much the worst of"
158,"the bargain; for when his wife died, after a three years' marriage, he"
158,"was rather a poorer man than at first, and with a child to maintain."
158,"From the expense of the child, however, he was soon relieved. The boy"
158,"had, with the additional softening claim of a lingering illness of his"
158,"mother's, been the means of a sort of reconciliation; and Mr. and Mrs."
158,"Churchill, having no children of their own, nor any other young creature"
158,"of equal kindred to care for, offered to take the whole charge of the"
158,"little Frank soon after her decease. Some scruples and some reluctance"
158,"the widower-father may be supposed to have felt; but as they were"
158,"overcome by other considerations, the child was given up to the care and"
158,"the wealth of the Churchills, and he had only his own comfort to seek,"
158,"and his own situation to improve as he could."
158,""
158,"A complete change of life became desirable. He quitted the militia and"
158,"engaged in trade, having brothers already established in a good way in"
158,"London, which afforded him a favourable opening. It was a concern which"
158,"brought just employment enough. He had still a small house in Highbury,"
158,"where most of his leisure days were spent; and between useful occupation"
158,"and the pleasures of society, the next eighteen or twenty years of his"
158,"life passed cheerfully away. He had, by that time, realised an easy"
158,"competence--enough to secure the purchase of a little estate adjoining"
158,"Highbury, which he had always longed for--enough to marry a woman as"
158,"portionless even as Miss Taylor, and to live according to the wishes of"
158,"his own friendly and social disposition."
158,""
158,"It was now some time since Miss Taylor had begun to influence his"
158,"schemes; but as it was not the tyrannic influence of youth on youth,"
158,"it had not shaken his determination of never settling till he could"
158,"purchase Randalls, and the sale of Randalls was long looked forward to;"
158,"but he had gone steadily on, with these objects in view, till they were"
158,"accomplished. He had made his fortune, bought his house, and obtained"
158,"his wife; and was beginning a new period of existence, with every"
158,"probability of greater happiness than in any yet passed through. He had"
158,"never been an unhappy man; his own temper had secured him from that,"
158,"even in his first marriage; but his second must shew him how delightful"
158,"a well-judging and truly amiable woman could be, and must give him the"
158,"pleasantest proof of its being a great deal better to choose than to be"
158,"chosen, to excite gratitude than to feel it."
158,""
158,"He had only himself to please in his choice: his fortune was his own;"
158,"for as to Frank, it was more than being tacitly brought up as his"
158,"uncle's heir, it had become so avowed an adoption as to have him assume"
158,"the name of Churchill on coming of age. It was most unlikely, therefore,"
158,"that he should ever want his father's assistance. His father had no"
158,"apprehension of it. The aunt was a capricious woman, and governed her"
158,"husband entirely; but it was not in Mr. Weston's nature to imagine that"
158,"any caprice could be strong enough to affect one so dear, and, as he"
158,"believed, so deservedly dear. He saw his son every year in London, and"
158,"was proud of him; and his fond report of him as a very fine young man"
158,"had made Highbury feel a sort of pride in him too. He was looked on as"
158,"sufficiently belonging to the place to make his merits and prospects a"
158,"kind of common concern."
158,""
158,"Mr. Frank Churchill was one of the boasts of Highbury, and a lively"
158,"curiosity to see him prevailed, though the compliment was so little"
158,"returned that he had never been there in his life. His coming to visit"
158,"his father had been often talked of but never achieved."
158,""
158,"Now, upon his father's marriage, it was very generally proposed, as a"
158,"most proper attention, that the visit should take place. There was not a"
158,"dissentient voice on the subject, either when Mrs. Perry drank tea with"
158,"Mrs. and Miss Bates, or when Mrs. and Miss Bates returned the visit. Now"
158,"was the time for Mr. Frank Churchill to come among them; and the hope"
158,"strengthened when it was understood that he had written to his new"
158,"mother on the occasion. For a few days, every morning visit in Highbury"
158,"included some mention of the handsome letter Mrs. Weston had received."
158,"""I suppose you have heard of the handsome letter Mr. Frank Churchill"
158,"has written to Mrs. Weston? I understand it was a very handsome letter,"
158,"indeed. Mr. Woodhouse told me of it. Mr. Woodhouse saw the letter, and"
158,"he says he never saw such a handsome letter in his life."""
158,""
158,"It was, indeed, a highly prized letter. Mrs. Weston had, of course,"
158,"formed a very favourable idea of the young man; and such a pleasing"
158,"attention was an irresistible proof of his great good sense, and a most"
158,"welcome addition to every source and every expression of congratulation"
158,"which her marriage had already secured. She felt herself a most"
158,"fortunate woman; and she had lived long enough to know how fortunate"
158,"she might well be thought, where the only regret was for a partial"
158,"separation from friends whose friendship for her had never cooled, and"
158,"who could ill bear to part with her."
158,""
158,"She knew that at times she must be missed; and could not think, without"
158,"pain, of Emma's losing a single pleasure, or suffering an hour's ennui,"
158,"from the want of her companionableness: but dear Emma was of no feeble"
158,"character; she was more equal to her situation than most girls would"
158,"have been, and had sense, and energy, and spirits that might be hoped"
158,"would bear her well and happily through its little difficulties and"
158,"privations. And then there was such comfort in the very easy distance of"
158,"Randalls from Hartfield, so convenient for even solitary female walking,"
158,"and in Mr. Weston's disposition and circumstances, which would make the"
158,"approaching season no hindrance to their spending half the evenings in"
158,"the week together."
158,""
158,"Her situation was altogether the subject of hours of gratitude to Mrs."
158,"Weston, and of moments only of regret; and her satisfaction--her more"
158,"than satisfaction--her cheerful enjoyment, was so just and so apparent,"
158,"that Emma, well as she knew her father, was sometimes taken by surprize"
158,"at his being still able to pity 'poor Miss Taylor,' when they left her"
158,"at Randalls in the centre of every domestic comfort, or saw her go away"
158,"in the evening attended by her pleasant husband to a carriage of her"
158,"own. But never did she go without Mr. Woodhouse's giving a gentle sigh,"
158,"and saying, ""Ah, poor Miss Taylor! She would be very glad to stay."""
158,""
158,"There was no recovering Miss Taylor--nor much likelihood of ceasing to"
158,"pity her; but a few weeks brought some alleviation to Mr. Woodhouse."
158,"The compliments of his neighbours were over; he was no longer teased by"
158,"being wished joy of so sorrowful an event; and the wedding-cake, which"
158,"had been a great distress to him, was all eat up. His own stomach"
158,"could bear nothing rich, and he could never believe other people to be"
158,"different from himself. What was unwholesome to him he regarded as unfit"
158,"for any body; and he had, therefore, earnestly tried to dissuade them"
158,"from having any wedding-cake at all, and when that proved vain, as"
158,"earnestly tried to prevent any body's eating it. He had been at the"
158,"pains of consulting Mr. Perry, the apothecary, on the subject. Mr. Perry"
158,"was an intelligent, gentlemanlike man, whose frequent visits were one"
158,"of the comforts of Mr. Woodhouse's life; and upon being applied to, he"
158,"could not but acknowledge (though it seemed rather against the bias"
158,"of inclination) that wedding-cake might certainly disagree with"
158,"many--perhaps with most people, unless taken moderately. With such an"
158,"opinion, in confirmation of his own, Mr. Woodhouse hoped to influence"
158,"every visitor of the newly married pair; but still the cake was eaten;"
158,"and there was no rest for his benevolent nerves till it was all gone."
158,""
158,"There was a strange rumour in Highbury of all the little Perrys being"
158,"seen with a slice of Mrs. Weston's wedding-cake in their hands: but Mr."
158,"Woodhouse would never believe it."
158,""
158,""
158,""
158,"CHAPTER III"
158,""
158,""
158,"Mr. Woodhouse was fond of society in his own way. He liked very much to"
158,"have his friends come and see him; and from various united causes, from"
158,"his long residence at Hartfield, and his good nature, from his fortune,"
158,"his house, and his daughter, he could command the visits of his"
158,"own little circle, in a great measure, as he liked. He had not much"
158,"intercourse with any families beyond that circle; his horror of late"
158,"hours, and large dinner-parties, made him unfit for any acquaintance but"
158,"such as would visit him on his own terms. Fortunately for him, Highbury,"
158,"including Randalls in the same parish, and Donwell Abbey in the parish"
158,"adjoining, the seat of Mr. Knightley, comprehended many such. Not"
158,"unfrequently, through Emma's persuasion, he had some of the chosen and"
158,"the best to dine with him: but evening parties were what he preferred;"
158,"and, unless he fancied himself at any time unequal to company, there"
158,"was scarcely an evening in the week in which Emma could not make up a"
158,"card-table for him."
158,""
158,"Real, long-standing regard brought the Westons and Mr. Knightley; and by"
158,"Mr. Elton, a young man living alone without liking it, the privilege"
158,"of exchanging any vacant evening of his own blank solitude for the"
158,"elegancies and society of Mr. Woodhouse's drawing-room, and the smiles"
158,"of his lovely daughter, was in no danger of being thrown away."
158,""
158,"After these came a second set; among the most come-at-able of whom were"
158,"Mrs. and Miss Bates, and Mrs. Goddard, three ladies almost always at"
158,"the service of an invitation from Hartfield, and who were fetched and"
158,"carried home so often, that Mr. Woodhouse thought it no hardship for"
158,"either James or the horses. Had it taken place only once a year, it"
158,"would have been a grievance."
158,""
158,"Mrs. Bates, the widow of a former vicar of Highbury, was a very old"
158,"lady, almost past every thing but tea and quadrille. She lived with her"
158,"single daughter in a very small way, and was considered with all the"
158,"regard and respect which a harmless old lady, under such untoward"
158,"circumstances, can excite. Her daughter enjoyed a most uncommon degree"
158,"of popularity for a woman neither young, handsome, rich, nor married."
158,"Miss Bates stood in the very worst predicament in the world for having"
158,"much of the public favour; and she had no intellectual superiority to"
158,"make atonement to herself, or frighten those who might hate her into"
158,"outward respect. She had never boasted either beauty or cleverness. Her"
158,"youth had passed without distinction, and her middle of life was devoted"
158,"to the care of a failing mother, and the endeavour to make a small"
158,"income go as far as possible. And yet she was a happy woman, and a woman"
158,"whom no one named without good-will. It was her own universal good-will"
158,"and contented temper which worked such wonders. She loved every body,"
158,"was interested in every body's happiness, quicksighted to every body's"
158,"merits; thought herself a most fortunate creature, and surrounded with"
158,"blessings in such an excellent mother, and so many good neighbours"
158,"and friends, and a home that wanted for nothing. The simplicity and"
158,"cheerfulness of her nature, her contented and grateful spirit, were a"
158,"recommendation to every body, and a mine of felicity to herself. She was"
158,"a great talker upon little matters, which exactly suited Mr. Woodhouse,"
158,"full of trivial communications and harmless gossip."
158,""
158,"Mrs. Goddard was the mistress of a School--not of a seminary, or an"
158,"establishment, or any thing which professed, in long sentences of"
158,"refined nonsense, to combine liberal acquirements with elegant morality,"
158,"upon new principles and new systems--and where young ladies for enormous"
158,"pay might be screwed out of health and into vanity--but a real,"
158,"honest, old-fashioned Boarding-school, where a reasonable quantity of"
158,"accomplishments were sold at a reasonable price, and where girls might"
158,"be sent to be out of the way, and scramble themselves into a little"
158,"education, without any danger of coming back prodigies. Mrs. Goddard's"
158,"school was in high repute--and very deservedly; for Highbury was"
158,"reckoned a particularly healthy spot: she had an ample house and garden,"
158,"gave the children plenty of wholesome food, let them run about a great"
158,"deal in the summer, and in winter dressed their chilblains with her own"
158,"hands. It was no wonder that a train of twenty young couple now walked"
158,"after her to church. She was a plain, motherly kind of woman, who"
158,"had worked hard in her youth, and now thought herself entitled to the"
158,"occasional holiday of a tea-visit; and having formerly owed much to Mr."
158,"Woodhouse's kindness, felt his particular claim on her to leave her neat"
158,"parlour, hung round with fancy-work, whenever she could, and win or lose"
158,"a few sixpences by his fireside."
158,""
158,"These were the ladies whom Emma found herself very frequently able to"
158,"collect; and happy was she, for her father's sake, in the power; though,"
158,"as far as she was herself concerned, it was no remedy for the absence of"
158,"Mrs. Weston. She was delighted to see her father look comfortable, and"
158,"very much pleased with herself for contriving things so well; but the"
158,"quiet prosings of three such women made her feel that every evening so"
158,"spent was indeed one of the long evenings she had fearfully anticipated."
158,""
158,"As she sat one morning, looking forward to exactly such a close of the"
158,"present day, a note was brought from Mrs. Goddard, requesting, in most"
158,"respectful terms, to be allowed to bring Miss Smith with her; a most"
158,"welcome request: for Miss Smith was a girl of seventeen, whom Emma knew"
158,"very well by sight, and had long felt an interest in, on account of"
158,"her beauty. A very gracious invitation was returned, and the evening no"
158,"longer dreaded by the fair mistress of the mansion."
158,""
158,"Harriet Smith was the natural daughter of somebody. Somebody had placed"
158,"her, several years back, at Mrs. Goddard's school, and somebody"
158,"had lately raised her from the condition of scholar to that of"
158,"parlour-boarder. This was all that was generally known of her history."
158,"She had no visible friends but what had been acquired at Highbury, and"
158,"was now just returned from a long visit in the country to some young"
158,"ladies who had been at school there with her."
158,""
158,"She was a very pretty girl, and her beauty happened to be of a sort"
158,"which Emma particularly admired. She was short, plump, and fair, with a"
158,"fine bloom, blue eyes, light hair, regular features, and a look of great"
158,"sweetness, and, before the end of the evening, Emma was as much pleased"
158,"with her manners as her person, and quite determined to continue the"
158,"acquaintance."
158,""
158,"She was not struck by any thing remarkably clever in Miss Smith's"
