"gutenberg_id","text"
271,"pat and stroke her and say, ""Well, old Pet, and how is your little"
271,"Darkie?"" I was a dull black, so he called me Darkie; then he would give"
271,"me a piece of bread, which was very good, and sometimes he brought a"
271,"carrot for my mother. All the horses would come to him, but I think we"
271,"were his favorites. My mother always took him to the town on a market"
271,"day in a light gig."
271,""
271,"There was a plowboy, Dick, who sometimes came into our field to pluck"
271,"blackberries from the hedge. When he had eaten all he wanted he would"
271,"have what he called fun with the colts, throwing stones and sticks at"
271,"them to make them gallop. We did not much mind him, for we could gallop"
271,"off; but sometimes a stone would hit and hurt us."
271,""
271,"One day he was at this game, and did not know that the master was in the"
271,"next field; but he was there, watching what was going on; over the hedge"
271,"he jumped in a snap, and catching Dick by the arm, he gave him such a"
271,"box on the ear as made him roar with the pain and surprise. As soon as"
271,"we saw the master we trotted up nearer to see what went on."
271,""
271,"""Bad boy!"" he said, ""bad boy! to chase the colts. This is not the first"
271,"time, nor the second, but it shall be the last. There--take your money"
271,"and go home; I shall not want you on my farm again."" So we never saw"
271,"Dick any more. Old Daniel, the man who looked after the horses, was just"
271,"as gentle as our master, so we were well off."
271,""
271,""
271,""
271,""
271,"02 The Hunt"
271,""
271,""
271,"Before I was two years old a circumstance happened which I have never"
271,"forgotten. It was early in the spring; there had been a little frost in"
271,"the night, and a light mist still hung over the woods and meadows. I"
271,"and the other colts were feeding at the lower part of the field when"
271,"we heard, quite in the distance, what sounded like the cry of dogs. The"
271,"oldest of the colts raised his head, pricked his ears, and said, ""There"
271,"are the hounds!"" and immediately cantered off, followed by the rest of"
271,"us to the upper part of the field, where we could look over the hedge"
271,"and see several fields beyond. My mother and an old riding horse of our"
271,"master's were also standing near, and seemed to know all about it."
271,""
271,"""They have found a hare,"" said my mother, ""and if they come this way we"
271,"shall see the hunt."""
271,""
271,"And soon the dogs were all tearing down the field of young wheat next"
271,"to ours. I never heard such a noise as they made. They did not bark, nor"
271,"howl, nor whine, but kept on a ""yo! yo, o, o! yo! yo, o, o!"" at the top"
271,"of their voices. After them came a number of men on horseback, some of"
271,"them in green coats, all galloping as fast as they could. The old horse"
271,"snorted and looked eagerly after them, and we young colts wanted to be"
271,"galloping with them, but they were soon away into the fields lower"
271,"down; here it seemed as if they had come to a stand; the dogs left off"
271,"barking, and ran about every way with their noses to the ground."
271,""
271,"""They have lost the scent,"" said the old horse; ""perhaps the hare will"
271,"get off."""
271,""
271,"""What hare?"" I said."
271,""
271,"""Oh! I don't know what hare; likely enough it may be one of our own"
271,"hares out of the woods; any hare they can find will do for the dogs and"
271,"men to run after;"" and before long the dogs began their ""yo! yo, o, o!"""
271,"again, and back they came altogether at full speed, making straight for"
271,"our meadow at the part where the high bank and hedge overhang the brook."
271,""
271,"""Now we shall see the hare,"" said my mother; and just then a hare wild"
271,"with fright rushed by and made for the woods. On came the dogs; they"
271,"burst over the bank, leaped the stream, and came dashing across the"
271,"field followed by the huntsmen. Six or eight men leaped their horses"
271,"clean over, close upon the dogs. The hare tried to get through the"
271,"fence; it was too thick, and she turned sharp round to make for the"
271,"road, but it was too late; the dogs were upon her with their wild cries;"
271,"we heard one shriek, and that was the end of her. One of the huntsmen"
271,"rode up and whipped off the dogs, who would soon have torn her to"
271,"pieces. He held her up by the leg torn and bleeding, and all the"
271,"gentlemen seemed well pleased."
271,""
271,"As for me, I was so astonished that I did not at first see what was"
271,"going on by the brook; but when I did look there was a sad sight; two"
271,"fine horses were down, one was struggling in the stream, and the other"
271,"was groaning on the grass. One of the riders was getting out of the"
271,"water covered with mud, the other lay quite still."
271,""
271,"""His neck is broke,"" said my mother."
271,""
271,"""And serve him right, too,"" said one of the colts."
271,""
271,"I thought the same, but my mother did not join with us."
271,""
271,"""Well, no,"" she said, ""you must not say that; but though I am an old"
271,"horse, and have seen and heard a great deal, I never yet could make out"
271,"why men are so fond of this sport; they often hurt themselves, often"
271,"spoil good horses, and tear up the fields, and all for a hare or a fox,"
271,"or a stag, that they could get more easily some other way; but we are"
271,"only horses, and don't know."""
271,""
271,"While my mother was saying this we stood and looked on. Many of the"
271,"riders had gone to the young man; but my master, who had been watching"
271,"what was going on, was the first to raise him. His head fell back and"
271,"his arms hung down, and every one looked very serious. There was no"
271,"noise now; even the dogs were quiet, and seemed to know that something"
271,"was wrong. They carried him to our master's house. I heard afterward"
271,"that it was young George Gordon, the squire's only son, a fine, tall"
271,"young man, and the pride of his family."
271,""
271,"There was now riding off in all directions to the doctor's, to the"
271,"farrier's, and no doubt to Squire Gordon's, to let him know about his"
271,"son. When Mr. Bond, the farrier, came to look at the black horse that"
271,"lay groaning on the grass, he felt him all over, and shook his head; one"
271,"of his legs was broken. Then some one ran to our master's house and came"
271,"back with a gun; presently there was a loud bang and a dreadful shriek,"
271,"and then all was still; the black horse moved no more."
271,""
271,"My mother seemed much troubled; she said she had known that horse for"
271,"years, and that his name was ""Rob Roy""; he was a good horse, and"
271,"there was no vice in him. She never would go to that part of the field"
271,"afterward."
271,""
271,"Not many days after we heard the church-bell tolling for a long time,"
271,"and looking over the gate we saw a long, strange black coach that was"
271,"covered with black cloth and was drawn by black horses; after that came"
271,"another and another and another, and all were black, while the bell kept"
271,"tolling, tolling. They were carrying young Gordon to the churchyard to"
271,"bury him. He would never ride again. What they did with Rob Roy I never"
271,"knew; but 'twas all for one little hare."
271,""
271,""
271,""
271,""
271,"03 My Breaking In"
271,""
271,""
271,"I was now beginning to grow handsome; my coat had grown fine and soft,"
271,"and was bright black. I had one white foot and a pretty white star on my"
271,"forehead. I was thought very handsome; my master would not sell me till"
271,"I was four years old; he said lads ought not to work like men, and colts"
271,"ought not to work like horses till they were quite grown up."
271,""
271,"When I was four years old Squire Gordon came to look at me. He examined"
271,"my eyes, my mouth, and my legs; he felt them all down; and then I had"
271,"to walk and trot and gallop before him. He seemed to like me, and said,"
271,"""When he has been well broken in he will do very well."" My master said"
271,"he would break me in himself, as he should not like me to be frightened"
271,"or hurt, and he lost no time about it, for the next day he began."
271,""
271,"Every one may not know what breaking in is, therefore I will describe"
271,"it. It means to teach a horse to wear a saddle and bridle, and to carry"
271,"on his back a man, woman or child; to go just the way they wish, and to"
271,"go quietly. Besides this he has to learn to wear a collar, a crupper,"
271,"and a breeching, and to stand still while they are put on; then to have"
271,"a cart or a chaise fixed behind, so that he cannot walk or trot without"
271,"dragging it after him; and he must go fast or slow, just as his driver"
271,"wishes. He must never start at what he sees, nor speak to other horses,"
271,"nor bite, nor kick, nor have any will of his own; but always do his"
271,"master's will, even though he may be very tired or hungry; but the worst"
271,"of all is, when his harness is once on, he may neither jump for joy nor"
271,"lie down for weariness. So you see this breaking in is a great thing."
271,""
271,"I had of course long been used to a halter and a headstall, and to be"
271,"led about in the fields and lanes quietly, but now I was to have a bit"
271,"and bridle; my master gave me some oats as usual, and after a good deal"
271,"of coaxing he got the bit into my mouth, and the bridle fixed, but it"
271,"was a nasty thing! Those who have never had a bit in their mouths cannot"
271,"think how bad it feels; a great piece of cold hard steel as thick as"
271,"a man's finger to be pushed into one's mouth, between one's teeth, and"
271,"over one's tongue, with the ends coming out at the corner of your mouth,"
271,"and held fast there by straps over your head, under your throat, round"
271,"your nose, and under your chin; so that no way in the world can you get"
271,"rid of the nasty hard thing; it is very bad! yes, very bad! at least I"
271,"thought so; but I knew my mother always wore one when she went out, and"
271,"all horses did when they were grown up; and so, what with the nice oats,"
271,"and what with my master's pats, kind words, and gentle ways, I got to"
271,"wear my bit and bridle."
271,""
271,"Next came the saddle, but that was not half so bad; my master put it"
271,"on my back very gently, while old Daniel held my head; he then made the"
271,"girths fast under my body, patting and talking to me all the time; then"
271,"I had a few oats, then a little leading about; and this he did every"
271,"day till I began to look for the oats and the saddle. At length, one"
271,"morning, my master got on my back and rode me round the meadow on the"
271,"soft grass. It certainly did feel queer; but I must say I felt rather"
271,"proud to carry my master, and as he continued to ride me a little every"
271,"day I soon became accustomed to it."
271,""
271,"The next unpleasant business was putting on the iron shoes; that too was"
271,"very hard at first. My master went with me to the smith's forge, to see"
271,"that I was not hurt or got any fright. The blacksmith took my feet in"
271,"his hand, one after the other, and cut away some of the hoof. It did not"
271,"pain me, so I stood still on three legs till he had done them all. Then"
271,"he took a piece of iron the shape of my foot, and clapped it on, and"
271,"drove some nails through the shoe quite into my hoof, so that the shoe"
271,"was firmly on. My feet felt very stiff and heavy, but in time I got used"
271,"to it."
271,""
271,"And now having got so far, my master went on to break me to harness;"
271,"there were more new things to wear. First, a stiff heavy collar just"
271,"on my neck, and a bridle with great side-pieces against my eyes called"
271,"blinkers, and blinkers indeed they were, for I could not see on either"
271,"side, but only straight in front of me; next, there was a small saddle"
271,"with a nasty stiff strap that went right under my tail; that was the"
271,"crupper. I hated the crupper; to have my long tail doubled up and poked"
271,"through that strap was almost as bad as the bit. I never felt more like"
271,"kicking, but of course I could not kick such a good master, and so"
271,"in time I got used to everything, and could do my work as well as my"
271,"mother."
271,""
271,"I must not forget to mention one part of my training, which I have"
271,"always considered a very great advantage. My master sent me for a"
271,"fortnight to a neighboring farmer's, who had a meadow which was skirted"
271,"on one side by the railway. Here were some sheep and cows, and I was"
271,"turned in among them."
271,""
271,"I shall never forget the first train that ran by. I was feeding quietly"
271,"near the pales which separated the meadow from the railway, when I heard"
271,"a strange sound at a distance, and before I knew whence it came--with"
271,"a rush and a clatter, and a puffing out of smoke--a long black train of"
271,"something flew by, and was gone almost before I could draw my breath. I"
271,"turned and galloped to the further side of the meadow as fast as I could"
271,"go, and there I stood snorting with astonishment and fear. In the course"
271,"of the day many other trains went by, some more slowly; these drew up"
271,"at the station close by, and sometimes made an awful shriek and groan"
271,"before they stopped. I thought it very dreadful, but the cows went"
271,"on eating very quietly, and hardly raised their heads as the black"
271,"frightful thing came puffing and grinding past."
271,""
271,"For the first few days I could not feed in peace; but as I found that"
271,"this terrible creature never came into the field, or did me any harm, I"
271,"began to disregard it, and very soon I cared as little about the passing"
271,"of a train as the cows and sheep did."
271,""
271,"Since then I have seen many horses much alarmed and restive at the sight"
271,"or sound of a steam engine; but thanks to my good master's care, I am as"
271,"fearless at railway stations as in my own stable."
271,""
271,"Now if any one wants to break in a young horse well, that is the way."
271,""
271,"My master often drove me in double harness with my mother, because she"
271,"was steady and could teach me how to go better than a strange horse. She"
271,"told me the better I behaved the better I should be treated, and that"
271,"it was wisest always to do my best to please my master; ""but,"" said she,"
271,"""there are a great many kinds of men; there are good thoughtful men like"
271,"our master, that any horse may be proud to serve; and there are bad,"
271,"cruel men, who never ought to have a horse or dog to call their own."
271,"Besides, there are a great many foolish men, vain, ignorant, and"
271,"careless, who never trouble themselves to think; these spoil more horses"
271,"than all, just for want of sense; they don't mean it, but they do it for"
271,"all that. I hope you will fall into good hands; but a horse never knows"
271,"who may buy him, or who may drive him; it is all a chance for us; but"
271,"still I say, do your best wherever it is, and keep up your good name."""
271,""
271,""
271,""
271,""
271,"04 Birtwick Park"
271,""
271,""
271,"At this time I used to stand in the stable and my coat was brushed every"
271,"day till it shone like a rook's wing. It was early in May, when there"
271,"came a man from Squire Gordon's, who took me away to the hall. My master"
271,"said, ""Good-by, Darkie; be a good horse, and always do your best."" I"
271,"could not say ""good-by"", so I put my nose into his hand; he patted me"
271,"kindly, and I left my first home. As I lived some years with Squire"
271,"Gordon, I may as well tell something about the place."
271,""
271,"Squire Gordon's park skirted the village of Birtwick. It was entered by"
271,"a large iron gate, at which stood the first lodge, and then you trotted"
271,"along on a smooth road between clumps of large old trees; then another"
271,"lodge and another gate, which brought you to the house and the gardens."
271,"Beyond this lay the home paddock, the old orchard, and the stables."
271,"There was accommodation for many horses and carriages; but I need only"
271,"describe the stable into which I was taken; this was very roomy, with"
271,"four good stalls; a large swinging window opened into the yard, which"
271,"made it pleasant and airy."
271,""
271,"The first stall was a large square one, shut in behind with a wooden"
271,"gate; the others were common stalls, good stalls, but not nearly so"
271,"large; it had a low rack for hay and a low manger for corn; it was"
271,"called a loose box, because the horse that was put into it was not tied"
271,"up, but left loose, to do as he liked. It is a great thing to have a"
271,"loose box."
271,""
271,"Into this fine box the groom put me; it was clean, sweet, and airy. I"
271,"never was in a better box than that, and the sides were not so high but"
271,"that I could see all that went on through the iron rails that were at"
271,"the top."
271,""
271,"He gave me some very nice oats, he patted me, spoke kindly, and then"
271,"went away."
271,""
271,"When I had eaten my corn I looked round. In the stall next to mine stood"
271,"a little fat gray pony, with a thick mane and tail, a very pretty head,"
271,"and a pert little nose."
271,""
271,"I put my head up to the iron rails at the top of my box, and said, ""How"
271,"do you do? What is your name?"""
271,""
271,"He turned round as far as his halter would allow, held up his head,"
271,"and said, ""My name is Merrylegs. I am very handsome; I carry the young"
271,"ladies on my back, and sometimes I take our mistress out in the low"
271,"chair. They think a great deal of me, and so does James. Are you going"
271,"to live next door to me in the box?"""
271,""
271,"I said, ""Yes."""
271,""
271,"""Well, then,"" he said, ""I hope you are good-tempered; I do not like any"
271,"one next door who bites."""
271,""
271,"Just then a horse's head looked over from the stall beyond; the ears"
271,"were laid back, and the eye looked rather ill-tempered. This was a tall"
271,"chestnut mare, with a long handsome neck. She looked across to me and"
271,"said:"
271,""
271,"""So it is you who have turned me out of my box; it is a very strange"
271,"thing for a colt like you to come and turn a lady out of her own home."""
271,""
271,"""I beg your pardon,"" I said, ""I have turned no one out; the man who"
271,"brought me put me here, and I had nothing to do with it; and as to my"
271,"being a colt, I am turned four years old and am a grown-up horse. I"
271,"never had words yet with horse or mare, and it is my wish to live at"
271,"peace."""
271,""
271,"""Well,"" she said, ""we shall see. Of course, I do not want to have words"
271,"with a young thing like you."" I said no more."
271,""
271,"In the afternoon, when she went out, Merrylegs told me all about it."
271,""
271,"""The thing is this,"" said Merrylegs. ""Ginger has a bad habit of biting"
271,"and snapping; that is why they call her Ginger, and when she was in the"
271,"loose box she used to snap very much. One day she bit James in the arm"
271,"and made it bleed, and so Miss Flora and Miss Jessie, who are very fond"
271,"of me, were afraid to come into the stable. They used to bring me nice"
271,"things to eat, an apple or a carrot, or a piece of bread, but after"
271,"Ginger stood in that box they dared not come, and I missed them very"
271,"much. I hope they will now come again, if you do not bite or snap."""
271,""
271,"I told him I never bit anything but grass, hay, and corn, and could not"
271,"think what pleasure Ginger found it."
271,""
271,"""Well, I don't think she does find pleasure,"" says Merrylegs; ""it is"
271,"just a bad habit; she says no one was ever kind to her, and why should"
271,"she not bite? Of course, it is a very bad habit; but I am sure, if all"
271,"she says be true, she must have been very ill-used before she came here."
271,"John does all he can to please her, and James does all he can, and our"
271,"master never uses a whip if a horse acts right; so I think she might be"
271,"good-tempered here. You see,"" he said, with a wise look, ""I am twelve"
271,"years old; I know a great deal, and I can tell you there is not a better"
271,"place for a horse all round the country than this. John is the best"
271,"groom that ever was; he has been here fourteen years; and you never saw"
271,"such a kind boy as James is; so that it is all Ginger's own fault that"
271,"she did not stay in that box."""
271,""
271,""
271,""
271,""
271,"05 A Fair Start"
271,""
271,""
271,"The name of the coachman was John Manly; he had a wife and one little"
271,"child, and they lived in the coachman's cottage, very near the stables."
271,""
271,"The next morning he took me into the yard and gave me a good grooming,"
271,"and just as I was going into my box, with my coat soft and bright, the"
271,"squire came in to look at me, and seemed pleased. ""John,"" he said,"
271,"""I meant to have tried the new horse this morning, but I have other"
271,"business. You may as well take him around after breakfast; go by the"
271,"common and the Highwood, and back by the watermill and the river; that"
271,"will show his paces."""
271,""
271,"""I will, sir,"" said John. After breakfast he came and fitted me with a"
271,"bridle. He was very particular in letting out and taking in the straps,"
271,"to fit my head comfortably; then he brought a saddle, but it was not"
271,"broad enough for my back; he saw it in a minute and went for another,"
271,"which fitted nicely. He rode me first slowly, then a trot, then a"
271,"canter, and when we were on the common he gave me a light touch with his"
271,"whip, and we had a splendid gallop."
271,""
271,"""Ho, ho! my boy,"" he said, as he pulled me up, ""you would like to follow"
271,"the hounds, I think."""
271,""
271,"As we came back through the park we met the Squire and Mrs. Gordon"
271,"walking; they stopped, and John jumped off."
271,""
271,"""Well, John, how does he go?"""
271,""
271,"""First-rate, sir,"" answered John; ""he is as fleet as a deer, and has a"
271,"fine spirit too; but the lightest touch of the rein will guide him. Down"
271,"at the end of the common we met one of those traveling carts hung all"
271,"over with baskets, rugs, and such like; you know, sir, many horses will"
271,"not pass those carts quietly; he just took a good look at it, and then"
271,"went on as quiet and pleasant as could be. They were shooting rabbits"
271,"near the Highwood, and a gun went off close by; he pulled up a little"
271,"and looked, but did not stir a step to right or left. I just held the"
271,"rein steady and did not hurry him, and it's my opinion he has not been"
271,"frightened or ill-used while he was young."""
271,""
271,"""That's well,"" said the squire, ""I will try him myself to-morrow."""
271,""
271,"The next day I was brought up for my master. I remembered my mother's"
271,"counsel and my good old master's, and I tried to do exactly what he"
271,"wanted me to do. I found he was a very good rider, and thoughtful for"
271,"his horse too. When he came home the lady was at the hall door as he"
271,"rode up."
271,""
271,"""Well, my dear,"" she said, ""how do you like him?"""
271,""
271,"""He is exactly what John said,"" he replied; ""a pleasanter creature I"
271,"never wish to mount. What shall we call him?"""
271,""
271,"""Would you like Ebony?"" said she; ""he is as black as ebony."""
271,""
271,"""No, not Ebony."""
271,""
271,"""Will you call him Blackbird, like your uncle's old horse?"""
271,""
271,"""No, he is far handsomer than old Blackbird ever was."""
271,""
271,"""Yes,"" she said, ""he is really quite a beauty, and he has such a sweet,"
271,"good-tempered face, and such a fine, intelligent eye--what do you say to"
271,"calling him Black Beauty?"""
271,""
271,"""Black Beauty--why, yes, I think that is a very good name. If you like"
271,"it shall be his name;"" and so it was."
271,""
271,"When John went into the stable he told James that master and mistress"
271,"had chosen a good, sensible English name for me, that meant something;"
271,"not like Marengo, or Pegasus, or Abdallah. They both laughed, and James"
271,"said, ""If it was not for bringing back the past, I should have named him"
271,"Rob Roy, for I never saw two horses more alike."""
271,""
271,"""That's no wonder,"" said John; ""didn't you know that Farmer Grey's old"
271,"Duchess was the mother of them both?"""
271,""
271,"I had never heard that before; and so poor Rob Roy who was killed"
271,"at that hunt was my brother! I did not wonder that my mother was so"
271,"troubled. It seems that horses have no relations; at least they never"
271,"know each other after they are sold."
271,""
271,"John seemed very proud of me; he used to make my mane and tail almost as"
271,"smooth as a lady's hair, and he would talk to me a great deal; of course"
271,"I did not understand all he said, but I learned more and more to know"
271,"what he meant, and what he wanted me to do. I grew very fond of him, he"
271,"was so gentle and kind; he seemed to know just how a horse feels, and"
271,"when he cleaned me he knew the tender places and the ticklish places;"
271,"when he brushed my head he went as carefully over my eyes as if they"
271,"were his own, and never stirred up any ill-temper."
271,""
271,"James Howard, the stable boy, was just as gentle and pleasant in his"
271,"way, so I thought myself well off. There was another man who helped in"
271,"the yard, but he had very little to do with Ginger and me."
271,""
271,"A few days after this I had to go out with Ginger in the carriage. I"
271,"wondered how we should get on together; but except laying her ears"
271,"back when I was led up to her, she behaved very well. She did her work"
271,"honestly, and did her full share, and I never wish to have a better"
271,"partner in double harness. When we came to a hill, instead of slackening"
271,"her pace, she would throw her weight right into the collar, and pull"
271,"away straight up. We had both the same sort of courage at our work, and"
271,"John had oftener to hold us in than to urge us forward; he never had to"
271,"use the whip with either of us; then our paces were much the same, and"
271,"I found it very easy to keep step with her when trotting, which made it"
271,"pleasant, and master always liked it when we kept step well, and so did"
271,"John. After we had been out two or three times together we grew quite"
271,"friendly and sociable, which made me feel very much at home."
271,""
271,"As for Merrylegs, he and I soon became great friends; he was such a"
271,"cheerful, plucky, good-tempered little fellow that he was a favorite"
271,"with every one, and especially with Miss Jessie and Flora, who used to"
271,"ride him about in the orchard, and have fine games with him and their"
271,"little dog Frisky."
271,""
271,"Our master had two other horses that stood in another stable. One was"
271,"Justice, a roan cob, used for riding or for the luggage cart; the other"
271,"was an old brown hunter, named Sir Oliver; he was past work now, but was"
271,"a great favorite with the master, who gave him the run of the park; he"
271,"sometimes did a little light carting on the estate, or carried one of"
271,"the young ladies when they rode out with their father, for he was very"
271,"gentle and could be trusted with a child as well as Merrylegs. The cob"
271,"was a strong, well-made, good-tempered horse, and we sometimes had a"
271,"little chat in the paddock, but of course I could not be so intimate"
271,"with him as with Ginger, who stood in the same stable."
271,""
271,""
271,""
271,""
271,"06 Liberty"
271,""
271,""
271,"I was quite happy in my new place, and if there was one thing that I"
271,"missed it must not be thought I was discontented; all who had to do with"
271,"me were good and I had a light airy stable and the best of food. What"
271,"more could I want? Why, liberty! For three years and a half of my life"
271,"I had had all the liberty I could wish for; but now, week after week,"
271,"month after month, and no doubt year after year, I must stand up in a"
271,"stable night and day except when I am wanted, and then I must be just"
271,"as steady and quiet as any old horse who has worked twenty years. Straps"
271,"here and straps there, a bit in my mouth, and blinkers over my eyes."
271,"Now, I am not complaining, for I know it must be so. I only mean to say"
271,"that for a young horse full of strength and spirits, who has been used"
271,"to some large field or plain where he can fling up his head and toss up"
271,"his tail and gallop away at full speed, then round and back again with"
271,"a snort to his companions--I say it is hard never to have a bit more"
271,"liberty to do as you like. Sometimes, when I have had less exercise than"
271,"usual, I have felt so full of life and spring that when John has taken"
271,"me out to exercise I really could not keep quiet; do what I would, it"
271,"seemed as if I must jump, or dance, or prance, and many a good shake I"
271,"know I must have given him, especially at the first; but he was always"
271,"good and patient."
271,""
271,"""Steady, steady, my boy,"" he would say; ""wait a bit, and we will have a"
271,"good swing, and soon get the tickle out of your feet."" Then as soon as"
271,"we were out of the village, he would give me a few miles at a spanking"
271,"trot, and then bring me back as fresh as before, only clear of the"
271,"fidgets, as he called them. Spirited horses, when not enough exercised,"
271,"are often called skittish, when it is only play; and some grooms will"
271,"punish them, but our John did not; he knew it was only high spirits."
271,"Still, he had his own ways of making me understand by the tone of"
271,"his voice or the touch of the rein. If he was very serious and quite"
271,"determined, I always knew it by his voice, and that had more power with"
271,"me than anything else, for I was very fond of him."
271,""
271,"I ought to say that sometimes we had our liberty for a few hours; this"
271,"used to be on fine Sundays in the summer-time. The carriage never went"
271,"out on Sundays, because the church was not far off."
271,""
271,"It was a great treat to us to be turned out into the home paddock or"
271,"the old orchard; the grass was so cool and soft to our feet, the air so"
271,"sweet, and the freedom to do as we liked was so pleasant--to gallop, to"
271,"lie down, and roll over on our backs, or to nibble the sweet grass."
271,"Then it was a very good time for talking, as we stood together under the"
271,"shade of the large chestnut tree."
271,""
271,""
271,""
271,""
271,"07 Ginger"
271,""
271,""
271,"One day when Ginger and I were standing alone in the shade, we had a"
271,"great deal of talk; she wanted to know all about my bringing up and"
271,"breaking in, and I told her."
271,""
271,"""Well,"" said she, ""if I had had your bringing up I might have had as"
271,"good a temper as you, but now I don't believe I ever shall."""
271,""
271,"""Why not?"" I said."
271,""
271,"""Because it has been all so different with me,"" she replied. ""I never"
271,"had any one, horse or man, that was kind to me, or that I cared to"
271,"please, for in the first place I was taken from my mother as soon as I"
271,"was weaned, and put with a lot of other young colts; none of them cared"
271,"for me, and I cared for none of them. There was no kind master like"
271,"yours to look after me, and talk to me, and bring me nice things to eat."
271,"The man that had the care of us never gave me a kind word in my life."
271,"I do not mean that he ill-used me, but he did not care for us one"
271,"bit further than to see that we had plenty to eat, and shelter in the"
271,"winter. A footpath ran through our field, and very often the great boys"
271,"passing through would fling stones to make us gallop. I was never hit,"
271,"but one fine young colt was badly cut in the face, and I should think"
271,"it would be a scar for life. We did not care for them, but of course"
271,"it made us more wild, and we settled it in our minds that boys were our"
271,"enemies. We had very good fun in the free meadows, galloping up and down"
271,"and chasing each other round and round the field; then standing still"
271,"under the shade of the trees. But when it came to breaking in, that was"
